,Matan,Degree
20824,عطس عند النبي صلى الله عليه وسلم رجلان فشمت أحدهما ولم يشمت الآخر فقال الذي لم يشمته عطس فلان فشمته وعطست أنا فلم تشمتني قال إن هذا حمد الله وإنك لم تحمد الله,0
240,قال رسول الله صلى الله عليه وسلم إني لأدخل الصلاة أريد إطالتها فأسمع بكاء الصبي فأخفف من شدة وجد أمه به,0
9023, قال نهى رسول الله صلى الله عليه وسلم عن اشتمال الصماء وأن يحتبي في ثوب واحد ليس على فرجه منه شىء,0
3188, إذا جامع أحدكم زوجته أو جاريته فلا ينظر إلى فرجها ، فإن ذلك يورث العمى ,1
25958,أن ابن عباس، قرأ ‏{‏ألا إنهم تثنوني صدورهم‏}‏ قلت يا أبا العباس ما تثنوني صدورهم قال كان الرجل يجامع امرأته فيستحي أو يتخلى فيستحي فنزلت ‏{‏ألا إنهم يثنون صدورهم‏}‏,0
17560,أن رسول الله صلى الله عليه وسلم قال ‏ ‏ يصلون لكم، فإن أصابوا فلكم، وإن أخطئوا فلكم وعليهم ‏‏‏.‏,0
19455, قال قلت لعائشة أكان رسول الله صلى الله عليه وسلم يصلي صلاة الضحى قالت لا إلا أن يجيء من مغيبه قلت هل كان رسول الله صلى الله عليه وسلم له صوم معلوم سوى رمضان قالت والله إن صام شهرا معلوما سوى رمضان حتى مضى لوجهه ولا أفطر حتى يصوم منه,0
3282, بن العباس، أنه كان رديف النبي صلى الله عليه وسلم فلم يزل يلبي حتى رمى جمرة العقبة,0
12881, أبيه، بريدة أن امرأة، أتت رسول الله صلى الله عليه وسلم فقالت كنت تصدقت على أمي بوليدة وإنها ماتت وتركت تلك الوليدة قال قد وجب أجرك ورجعت إليك في الميراث قالت وإنها ماتت وعليها صوم شهر أفيجزئ أو يقضي عنها أن أصوم عنها قال نعم قالت وإنها لم تحج أفيجزئ أو يقضي عنها أن أحج عنها قال نعم,0
7124,قالت كنت في المسجد فرآني النبي صلى الله عليه وسلم فقال تصدقن ولو من حليكن وساق الحديث بنحو حديث أبي الأحوص,0
5975,عن النبي صلى الله عليه وسلم في طعام أبي طلحة نحو حديثهم,0
3222,قال رسول الله صلى الله عليه وسلم ليلني منكم أولو الأحلام والنهى ثم الذين يلونهم ثلاثا وإياكم وهيشات الأسواق,0
19991, السنة في الصلاة على الجنازة أن يقرأ في التكبيرة الأولى بأم القرآن مخافتة ثم يكبر ثلاثا والتسليم عند الآخرة,0
938,أتى النبي صلى الله عليه وسلم رجل فقال يا رسول الله ما الموجبتان فقال من مات لا يشرك بالله شيئا دخل الجنة ومن مات يشرك بالله شيئا دخل النار,0
12207, عباس، في قوله عز وجل لا تحرك به لسانك لتعجل به إن علينا جمعه وقرآنه قال كان النبي صلى الله عليه وسلم يعالج من التنزيل شدة وكان يحرك شفتيه قال الله عز وجل لا تحرك به لسانك لتعجل به إن علينا جمعه وقرآنه قال جمعه في صدرك ثم تقرأه فإذا قرأناه فاتبع قرآنه قال فاستمع له وأنصت فكان رسول الله صلى الله عليه وسلم إذا أتاه جبريل استمع فإذا انطلق قرأه كما أقرأه,0
16593,قال رسول الله صلى الله عليه وسلم رأيت عمرو بن لحى بن قمعة بن خندف أبا بني كعب هؤلاء يجر قصبه في النار,0
24418,هريرة، أن رسول الله صلى الله عليه وسلم قال إن من شر الناس ذا الوجهين الذي يأتي هؤلاء بوجه وهؤلاء بوجه,0
16336,إنا كنا نفرح بيوم الجمعة، كانت لنا عجوز تأخذ من أصول سلق لنا كنا نغرسه في أربعائنا فتجعله في قدر لها فتجعل فيه حبات من شعير لا أعلم إلا أنه قال ليس فيه شحم ولا ودك، فإذا صلينا الجمعة زرناها فقربته، إلينا فكنا نفرح بيوم الجمعة من أجل ذلك وما كنا نتغدى ولا نقيل إلا بعد الجمعة‏.‏,0
22497,عائشة، أنها اشترت بريرة من أناس من الأنصار واشترطوا الولاء فقال رسول الله صلى الله عليه وسلم الولاء لمن ولي النعمة وخيرها رسول الله صلى الله عليه وسلم وكان زوجها عبدا وأهدت لعائشة لحما فقال رسول الله صلى الله عليه وسلم لو صنعتم لنا من هذا اللحم قالت عائشة تصدق به على بريرة فقال هو لها صدقة ولنا هدية,0
26457,أبا عبيدة بن عبد الله أن يصلي بالناس فكان يصلي فإذا رفع رأسه من الركوع قام قدر ما أقول اللهم ربنا لك الحمد ملء السموات وملء الأرض وملء ما شئت من شىء بعد أهل الثناء والمجد لا مانع لما أعطيت ولا معطي لما منعت ولا ينفع ذا الجد منك الجد قال الحكم فذكرت ذلك لعبد الرحمن بن أبي ليلى فقال سمعت البراء بن عازب يقول كانت صلاة رسول الله صلى الله عليه وسلم وركوعه وإذا رفع رأسه من الركوع وسجوده وما بين السجدتين قريبا من السواء قال شعبة فذكرته لعمرو بن مرة فقال قد رأيت ابن أبي ليلى فلم تكن صلاته هكذا,0
17234,أن نفرا، أتوا النبي صلى الله عليه وسلم فوجد منهم ريح الكراث فقال ألم أكن نهيتكم عن أكل هذه الشجرة إن الملائكة تتأذى مما يتأذى منه الإنسان,0
2857, عن النبي صلى الله عليه وسلم قال المكاتب يعتق بقدر ما أدى ويقام عليه الحد بقدر ما عتق منه ويرث بقدر ما عتق منه,0
1558,أن نبي الله سليمان عليه السلام كان له ستون امرأة فقال لأطوفن الليلة على نسائي، فلتحملن كل امرأة ولتلدن فارسا يقاتل في سبيل الله، فطاف على نسائه، فما ولدت منهن إلا امرأة ولدت شق غلام‏.‏ قال نبي الله صلى الله عليه وسلم لو كان سليمان استثنى لحملت كل امرأة منهن، فولدت فارسا يقاتل في سبيل الله,0
18211, قال النبي صلى الله عليه وسلم ادن بنى فسم الله وكل بيمينك وكل مما يليك,0
16219,عن النبي صلى الله عليه وسلم أنه قال ألا كلكم راع وكلكم مسئول عن رعيته فالأمير الذي على الناس راع وهو مسئول عن رعيته والرجل راع على أهل بيته وهو مسئول عنهم والمرأة راعية على بيت بعلها وولده وهي مسئولة عنهم والعبد راع على مال سيده وهو مسئول عنه ألا فكلكم راع وكلكم مسئول عن رعيته,0
25875,سألت النبي صلى الله عليه وسلم أى الذنب أعظم عند الله قال أن تجعل لله ندا وهو خلقك قلت إن ذلك لعظيم‏.‏ قلت ثم أى قال ثم أن تقتل ولدك تخاف أن يطعم معك قلت ثم أى قال ثم أن تزاني بحليلة جارك,0
18775,عائشة، قالت دخل على رسول الله صلى الله عليه وسلم رجلان فكلماه بشىء لا أدري ما هو فأغضباه فلعنهما وسبهما فلما خرجا قلت يا رسول الله من أصاب من الخير شيئا ما أصابه هذان قال وما ذاك قالت قلت لعنتهما وسببتهما قال أوما علمت ما شارطت عليه ربي قلت اللهم إنما أنا بشر فأى المسلمين لعنته أو سببته فاجعله له زكاة وأجرا,0
124,كان رسول الله صلى الله عليه وسلم إذا قام من الليل يشوص فاه بالسواك,0
15110,أمرني رسول الله صلى الله عليه وسلم أن أناوله الخمرة من المسجد فقلت إني حائض فقال تناوليها فإن الحيضة ليست في يدك,0
18794,قالت دخلت بابن لي على رسول الله صلى الله عليه وسلم لم يأكل الطعام فبال عليه فدعا بماء فرشه قالت ودخلت عليه بابن لي قد أعلقت عليه من العذرة فقال علامه تدغرن أولادكن بهذا العلاق عليكن بهذا العود الهندي فإن فيه سبعة أشفية منها ذات الجنب يسعط من العذرة ويلد من ذات الجنب,0
21888,بهذا الإسناد ولم يذكر ‏ ‏ رأس الكفر قبل المشرق ‏‏ ‏.‏,0
23218,أن رجلا، قال يا رسول الله أين أبي قال في النار فلما قفى دعاه فقال إن أبي وأباك في النار,0
3195, قال لي رسول الله صلى الله عليه وسلم إذا أتيت مضجعك فتوضأ وضوءك للصلاة ثم اضطجع على شقك الأيمن وقل اللهم أسلمت وجهي إليك وفوضت أمري إليك وألجأت ظهري إليك رهبة ورغبة إليك لا ملجأ ولا منجى منك إلا إليك آمنت بكتابك الذي أنزلت وبنبيك الذي أرسلت قال فإن مت مت على الفطرة واجعلهن آخر ما تقول قال البراء فقلت أستذكرهن فقلت وبرسولك الذي أرسلت قال لا وبنبيك الذي أرسلت,0
14947,أن النبي صلى الله عليه وسلم كان إذا أراد أن ينام وضع يده تحت رأسه ثم قال اللهم قني عذابك يوم تجمع عبادك أو تبعث عبادك,0
6450,أم سلمة قالت حضت وأنا مع النبي، صلى الله عليه وسلم في الخميلة، فانسللت فخرجت منها، فأخذت ثياب حيضتي فلبستها، فقال لي رسول الله صلى الله عليه وسلم ‏ ‏ أنفست ‏‏‏.‏ قلت نعم، فدعاني فأدخلني معه في الخميلة‏.‏ قالت وحدثتني أن النبي صلى الله عليه وسلم كان يقبلها وهو صائم، وكنت أغتسل أنا والنبي صلى الله عليه وسلم من إناء واحد من الجنابة‏.‏,0
12819,أنس، أن قريشا، صالحوا النبي صلى الله عليه وسلم فيهم سهيل بن عمرو فقال النبي صلى الله عليه وسلم لعلي اكتب بسم الله الرحمن الرحيم قال سهيل أما باسم الله فما ندري ما بسم الله الرحمن الرحيم ولكن اكتب ما نعرف باسمك اللهم فقال اكتب من محمد رسول الله قالوا لو علمنا أنك رسول الله لاتبعناك ولكن اكتب اسمك واسم أبيك فقال النبي صلى الله عليه وسلم اكتب من محمد بن عبد الله فاشترطوا على النبي صلى الله عليه وسلم أن من جاء منكم لم نرده عليكم ومن جاءكم منا رددتموه علينا فقالوا يا رسول الله أنكتب هذا قال نعم إنه من ذهب منا إليهم فأبعده الله ومن جاءنا منهم سيجعل الله له فرجا ومخرجا,0
636,أن أخي ووزيري وخليفتي من بعدي أهلي وخير من أرك بعدي يقضي ديني وينجز موعودي علي,1
7058,إذا كان سنة خمس وثلاثين ومائة خرج مردة الشياطين من كان حبسهم سليمان بن داود في جزيرة العرب فذهب تسعة أعشارهم إلى العراق يجادلونهم وعشرة بالشام,1
6296,مع رسول الله صلى الله عليه وسلم في الخميلة إذ حضت فانسللت فأخذت ثياب حيضتي فقال لي رسول الله صلى الله عليه وسلم أنفست قلت نعم فدعاني فاضطجعت معه في الخميلة قالت وكانت هي ورسول الله صلى الله عليه وسلم يغتسلان في الإناء الواحد من الجنابة,0
10645, يا علي ، أخصمك بالنبوة ، ولا نبوة بعدي ، وتخصم الناس بسبع : لا يحاجك فيها أحد من قريش ، أولهم إيمانا بالله ، وأوفاهم بعهد الله ، وأقومهم بأمر الله ، وأقسمهم بالسوية ، وأعدلهم في الرعية ، وأبصرهم في القضية ، وأعظمهم عند الله مزية,1
9766,قالت خرجنا مع رسول الله صلى الله عليه وسلم موافين لهلال ذي الحجة منا من أهل بعمرة ومنا من أهل بحجة وعمرة ومنا من أهل بحجة فكنت فيمن أهل بعمرة وساق الحديث بنحو حديثهما وقال فيه قال عروة في ذلك إنه قضى الله حجها وعمرتها قال هشام ولم يكن في ذلك هدى ولا صيام ولا صدقة,0
9357,ثم اتفقوا أخو القاسم بن محمد قال كنا عند عائشة فجيء بطعامها فقام القاسم يصلي فقالت سمعت رسول الله صلى الله عليه وسلم يقول لا يصلى بحضرة الطعام ولا وهو يدافعه الأخبثان,0
7021,قال رسول الله صلى الله عليه وسلم لأن يمتلئ جوف رجل قيحا يريه خير من أن يمتلئ شعرا,0
23790,إني محدثك حديثا سمعته من رسول الله صلى الله عليه وسلم لو علمت أن لي حياة ما حدثتك إني سمعت رسول الله صلى الله عليه وسلم يقول ما من عبد يسترعيه الله رعية يموت يوم يموت وهو غاش لرعيته إلا حرم الله عليه الجنة,0
8357, يقول حالف رسول الله صلى الله عليه وسلم بين المهاجرين والأنصار في دارنا فقيل له أليس قال رسول الله صلى الله عليه وسلم لا حلف في الإسلام فقال حالف رسول الله صلى الله عليه وسلم بين المهاجرين والأنصار في دارنا مرتين أو ثلاثا,0
17194,قال رسول الله صلى الله عليه وسلم ليس أحد ينجيه عمله قالوا ولا أنت يا رسول الله قال ولا أنا إلا أن يتداركني الله منه برحمة,0
10205,اختلف في ذلك رهط من المهاجرين والأنصار فقال الأنصاريون لا يجب الغسل إلا من الدفق أو من الماء وقال المهاجرون بل إذا خالط فقد وجب الغسل قال قال أبو موسى فأنا أشفيكم من ذلك فقمت فاستأذنت على عائشة فأذن لي فقلت لها يا أماه أو يا أم المؤمنين إني أريد أن أسألك عن شىء وإني أستحييك فقالت لا تستحيي أن تسألني عما كنت سائلا عنه أمك التي ولدتك فإنما أنا أمك قلت فما يوجب الغسل قالت على الخبير سقطت قال رسول الله صلى الله عليه وسلم إذا جلس بين شعبها الأربع ومس الختان الختان فقد وجب الغسل,0
1343,قال لما حضرت أبا طالب الوفاة جاءه رسول الله صلى الله عليه وسلم فوجد عنده أبا جهل وعبد الله بن أبي أمية بن المغيرة فقال رسول الله صلى الله عليه وسلم يا عم قل لا إله إلا الله كلمة أشهد لك بها عند الله فقال أبو جهل وعبد الله بن أبي أمية يا أبا طالب أترغب عن ملة عبد المطلب فلم يزل رسول الله صلى الله عليه وسلم يعرضها عليه ويعيد له تلك المقالة حتى قال أبو طالب آخر ما كلمهم هو على ملة عبد المطلب وأبى أن يقول لا إله إلا الله فقال رسول الله صلى الله عليه وسلم أما والله لأستغفرن لك ما لم أنه عنك فأنزل الله عز وجل ما كان للنبي والذين آمنوا أن يستغفروا للمشركين ولو كانوا أولي قربى من بعد ما تبين لهم أنهم أصحاب الجحيم‏}‏ وأنزل الله تعالى في أبي طالب فقال لرسول الله صلى الله عليه وسلم إنك لا تهدي من أحببت ولكن الله يهدي من يشاء وهو أعلم بالمهتدين‏}‏‏.‏,0
991, قال صلى بنا رسول الله صلى الله عليه وسلم بعض الصلوات التي يجهر فيها بالقراءة فقال لا يقرأن أحد منكم إذا جهرت بالقراءة إلا بأم القرآن,0
4089,إسماعيل، جميعا عن أيوب، ح وحدثنا ابن نمير، حدثنا أبي، حدثنا عبيد الله، ح وحدثنا ابن المثنى، وابن أبي عمر، عن الثقفي، عن يحيى بن سعيد، ح وحدثنا محمد بن رافع، حدثنا ابن أبي فديك، أخبرنا الضحاك يعني، ابن عثمان ح وحدثني هارون الأيلي، أخبرنا ابن وهب، أخبرني أسامة، كل هؤلاء عن نافع، عن ابن عمر، بمثل حديث مالك ولم يذكروا في بعض مغازيه إلا مالك وأسامة,0
13794,كنا في جنازة فأخذ أبو هريرة  رضى الله عنه  بيد مروان فجلسا قبل أن توضع، فجاء أبو سعيد  رضى الله عنه  فأخذ بيد مروان فقال قم فوالله لقد علم هذا أن النبي صلى الله عليه وسلم نهانا عن ذلك‏.‏ فقال أبو هريرة صدق‏.‏,0
1584, عن النبي صلى الله عليه وسلم قال أتموا الركوع والسجود إذا ركعتم وسجدتم,0
5428,ا حجم أبو طيبة لنبي صلى الله عليه وسلم، فأمر له بصاع أو صاعين من طعام، وكلم مواليه فخفف عن غلته أو ضريبته‏.‏,0
26131,قال رسول الله صلى الله عليه وسلم تقيء الأرض أفلاذ كبدها أمثال الأسطوان من الذهب والفضة فيجيء القاتل فيقول في هذا قتلت ويجيء القاطع فيقول في هذا قطعت رحمي ويجيء السارق فيقول في هذا قطعت يدي ثم يدعونه فلا يأخذون منه شيئا,0
16440, أهديت إلى رسول الله صلى الله عليه وسلم حلة سيراء فأرسل بها إلى فلبستها فأتيته فرأيت الغضب في وجهه وقال إني لم أرسل بها إليك لتلبسها وأمرني فأطرتها بين نسائي,0
8499, أن أبا بكر، صلى للناس ورسول الله صلى الله عليه وسلم في الصف,0
23558,رسول الله صلى الله عليه وسلم عن القراءة في الركوع والسجود ولا أقول نهاكم,0
1011,عائشة، أن النبي صلى الله عليه وسلم كفن في ثلاثة أثواب بيض يمانية ليس فيها قميص ولا عمامة فقيل لعائشة إنهم كانوا يزعمون أنه قد كان كفن في حبرة فقالت عائشة قد جاءوا ببرد حبرة فلم يكفنوه,0
14272,  يروى عن أنس رضي الله عنه، قال: قال رسول الله صلى الله عليه وسلم: لما أسري بي إلى السماء وانتهيت، رأيت ربي عز وجل بيني وبينه حجاب بارز، فرأيت كل شيء منه، حتى رأيت تاجا مخوصا من لؤلؤ.,1
25231, لا يركبن أحدكم البحر عند ارتجاجه,1
1006,آية المنافق ثلاث وإن صام وصلى وزعم أنه مسلم,0
9893,أن النبي صلى الله عليه وسلم قال لا تغلبنكم الأعراب على اسم صلاتكم زاد ابن حرملة فإنما هي العشاء وإنما يقولون العتمة لإعتامهم بالإبل,0
15623, أبي قتادة، أن رسول الله صلى الله عليه وسلم قال لا تنبذوا الزهو والرطب جميعا ولا تنبذوا الزبيب والرطب جميعا,0
2609,قال النبي صلى الله عليه وسلم لا يقولن أحدكم اللهم اغفر لي إن شئت اللهم ارحمني إن شئت ليعزم في الدعاء فإن الله صانع ما شاء لا مكره له,0
2412, إذا كان يوم القيامة حملت على البراق وحملت فاطمة على ناقة العضباء وحمل بلال على ناقة من نوق الجنة وهو يقول الله أكبر الله أكبر إلى آخر الآذان يسمع الخلائق.,1
1206,أن خاله أبا بردة بن نيار، ذبح قبل أن يذبح النبي، صلى الله عليه وسلم فقال يا رسول الله إن هذا يوم اللحم فيه مكروه وإني عجلت نسيكتي لأطعم أهلي وجيراني وأهل داري فقال رسول الله صلى الله عليه وسلم أعد نسكا فقال يا رسول الله إن عندي عناق لبن هي خير من شاتى لحم فقال هي خير نسيكتيك ولا تجزي جذعة عن أحد بعدك,0
11717, أن النبي صلى الله عليه وسلم خرج في رمضان فصام حتى أتى قديدا ثم أتي بقدح من لبن فشرب وأفطر هو وأصحابه,0
20286,عن النبي صلى الله عليه وسلم أنه قال يوم خيبر وقد نصبوا القدور أكفئوا القدور‏.‏,0
17102,الأصبهاني، في هذا الإسناد بمثل معناه وزادا جميعا عن شعبة عن عبد الرحمن بن الأصبهاني قال سمعت أبا حازم يحدث عن أبي هريرة قال ثلاثة لم يبلغوا الحنث,0
8206, قال رسول الله صلى الله عليه وسلم يوشك المسلمون أن يحاصروا إلى المدينة حتى يكون أبعد مسالحهم سلاح,0
6889,إلا حديث أيوب فإن فيه التكبير مرتين,0
24805,قال رسول الله صلى الله عليه وسلم لا يحل دم امرئ مسلم يشهد أن لا إله إلا الله وأني رسول الله إلا بإحدى ثلاث الثيب الزان والنفس بالنفس والتارك لدينه المفارق للجماعة,0
12479, قال ما رأيت شيئا أشبه باللمم مما قال أبو هريرة عن النبي صلى الله عليه وسلم إن الله كتب على ابن آدم حظه من الزنا أدرك ذلك لا محالة فزنا العينين النظر وزنا اللسان المنطق والنفس تمنى وتشتهي والفرج يصدق ذلك ويكذبه,0
3644,أنس ثنية جارية فطلبوا العفو فأبوا فعرض عليهم الأرش فأبوا فأتوا النبي صلى الله عليه وسلم فأمر بالقصاص فقال أنس بن النضر يا رسول الله تكسر ثنية الربيع والذي بعثك بالحق لا تكسر فقال النبي صلى الله عليه وسلم يا أنس كتاب الله القصاص قال فرضي القوم فعفوا فقال رسول الله صلى الله عليه وسلم إن من عباد الله من لو أقسم على الله لأبره,0
3362,أن النبي صلى الله عليه وسلم كان يصلي ركعتين فإن كنت مستيقظة حدثني وإلا اضطجع‏.‏ قلت لسفيان فإن بعضهم يرويه ركعتى الفجر‏.‏ قال سفيان هو ذاك‏.‏,0
13517,عن النبي صلى الله عليه وسلم نحو حديث يعقوب عن سهيل,0
19948,أبيه، أن رسول الله صلى الله عليه وسلم نهى يوم الفتح عن متعة النساء‏.‏,0
16773,"النبي صلى الله عليه وسلم قال ‏""‏ من تحلم بحلم لم يره، كلف أن يعقد بين شعيرتين، ولن يفعل، ومن استمع إلى حديث قوم وهم له كارهون أو يفرون منه، صب في أذنه الآنك يوم القيامة، ومن صور صورة، عذب وكلف أن ينفخ فيها، وليس بنافخ ‏""‏‏.‏ قال سفيان وصله لنا أيوب‏.‏وقال قتيبة حدثنا أبو عوانة، عن قتادة، عن عكرمة، عن أبي هريرة، قوله من كذب في رؤياه‏.‏ وقال شعبة عن أبي هاشم الرماني سمعت عكرمة قال أبو هريرة قوله من صور، ومن تحلم، ومن استمع‏.‏ حدثني إسحاق حدثنا خالد عن خالد عن عكرمة عن ابن عباس قال ‏""‏ من استمع، ومن تحلم، ومن صور ‏""‏‏.‏ نحوه‏.‏ تابعه هشام عن عكرمة عن ابن عباس قوله‏.‏",0
21145,رفعه قال لا يضحى بالعرجاء بين ظلعها ولا بالعوراء بين عورها ولا بالمريضة بين مرضها ولا بالعجفاء التي لا تنقي,0
16871,الصلاة خلف العالم بأربعة آلاف وأربعمائة وأربعين صلاة,1
16766, سمعت رسول الله صلى الله عليه وسلم يقول من بلغ بسهم في سبيل الله فهو له درجة في الجنة فبلغت يومئذ ستة عشر سهما قال وسمعت رسول الله صلى الله عليه وسلم يقول من رمى بسهم في سبيل الله فهو عدل محرر,0
16913, قال كنت مسافرا فأتيت النبي صلى الله عليه وسلم وأنا صائم وهو يأكل قال هلم قلت إني صائم قال تعال ألم تعلم ما وضع الله عن المسافر قلت وما وضع عن المسافر قال الصوم ونصف الصلاة,0
20609, أن النبي صلى الله عليه وآله وسلم نازل معاوية سهما . وقال : خذ هذا السهم حتى تلقاني به في الجنة,1
16873,"كان النبي صلى الله عليه وسلم في المسجد، وعنده أزواجه، فرحن، فقال لصفية بنت حيى ‏""‏ لا تعجلي حتى أنصرف معك ‏""‏‏.‏ وكان بيتها في دار أسامة، فخرج النبي صلى الله عليه وسلم معها، فلقيه رجلان من الأنصار، فنظرا إلى النبي صلى الله عليه وسلم ثم أجازا وقال لهما النبي صلى الله عليه وسلم ‏""‏ تعاليا، إنها صفية بنت حيى ‏""‏‏.‏ قالا سبحان الله يا رسول الله‏.‏ قال ‏""‏ إن الشيطان يجري من الإنسان مجرى الدم، وإني خشيت أن يلقي في أنفسكما شيئا ‏""‏‏.‏",0
23603,دخلت عليه وهو في الموت فبكيت فقال مهلا لم تبكي فوالله لئن استشهدت لأشهدن لك ولئن شفعت لأشفعن لك ولئن استطعت لأنفعنك ثم قال والله ما من حديث سمعته من رسول الله صلى الله عليه وسلم لكم فيه خير إلا حدثتكموه إلا حديثا واحدا وسوف أحدثكموه اليوم وقد أحيط بنفسي سمعت رسول الله صلى الله عليه وسلم يقول من شهد أن لا إله إلا الله وأن محمدا رسول الله حرم الله عليه النار,0
8124,أنها قالت يا رسول الله، يرجع أصحابك بأجر حج وعمرة، ولم أزد على الحج‏.‏ فقال لها اذهبي وليردفك عبد الرحمن فأمر عبد الرحمن أن يعمرها من التنعيم، فانتظرها رسول الله صلى الله عليه وسلم بأعلى مكة حتى جاءت‏.‏,0
5227,سمعت رسول الله صلى الله عليه وسلم يقول رباط يوم وليلة خير من صيام شهر وقيامه وإن مات جرى عليه عمله الذي كان يعمله وأجري عليه رزقه وأمن الفتان,0
8605, حدثهم في، بيع المدبر كل هؤلاء قال عن النبي صلى الله عليه وسلم بمعنى حديث حماد وابن عيينة عن عمرو عن جابر,0
3542,قال خرج رسول الله صلى الله عليه وسلم بالهاجرة قال ابن المثنى إلى البطحاء فتوضأ وصلى الظهر ركعتين والعصر ركعتين وبين يديه عنزة,0
26441,"قال النبي صلى الله عليه وسلم ‏""‏ هل لكم من أنماط ‏""‏‏.‏ قلت وأنى يكون لنا الأنماط قال ‏""‏ أما إنه سيكون لكم الأنماط ‏""‏‏.‏ فأنا أقول لها  يعني امرأته  أخري عني أنماطك‏.‏ فتقول ألم يقل النبي صلى الله عليه وسلم ‏""‏ إنها ستكون لكم الأنماط ‏""‏‏.‏ فأدعها‏.‏",0
13018,النبي صلى الله عليه وسلم يقول لا يزال من أمتي قوم ظاهرين على الناس، حتى يأتيهم أمر الله,0
250,عن النبي صلى الله عليه وسلم قال إني أول من يرفع رأسه بعد النفخة الآخرة، فإذا أنا بموسى متعلق بالعرش فلا أدري أكذلك كان أم بعد النفخة,0
9678,  إذا أراد الله بعبد خيرا صير حوائج الناس إليه.,1
477, عن النبي صلى الله عليه وسلم قال إن الله تجاوز لأمتي عما لم تتكلم به أو تعمل به وبما حدثت به أنفسها,0
10891, لرد دانق من حرام يعدل عند الله سبعين ألف حجة _ وفي لفظ _ سبعين حجة ,1
23390, صليت مع رسول الله صلى الله عليه وسلم العتمة ثم انصرفت فإذا امرأة عند بابي فسلمت ثم فتحت فدخلت فبينا أنا في مسجدي أصلي إذ نقرت الباب فأذنت لها فدخلت فقالت إني جئت إليك أسألك عن عمل عملته هل له من توبة إني زنيت وولدت وقتلته فقلت لها لاولا نعمة عين ولا كرامة فقامت وهي تدعي بالحسرة وهي تقول واحسرتاه أخلق هذا الحسن للنار ثم صليت مع النبي صلى الله عليه وسلم الصبح من تلك الليلة ثم جلسنا ننتظر الإذن عليه فأذن لنا فدخلنا ثم خرج من كان معي وتخلفت فقال مالك يا أبا هريرة ألك حاجة فقلت يا رسول الله صليت معك البارحة العتمة ثم انصرفت فقصصت عليه ماقالت المرأة فقال ما قلت لها قلت لا ولا نعمة عين ولا كرامة فقال بئس ما قلت لها أما كنت تقرأ هذه الأية والذين لا يدعون مع الله إلها آخر الآية فخرجت فلم أترك في المدينة خبا ولا دارا إلا وقفت عليها فقلت إن تكن فيكم المرأة التي جائت إلى أبي هريرة البارحة فلتأتني ولتبشر فلما صليت العتمة إذ هي عند بابي فقلت لها أبشري فإني دخلت على رسول الله صلى الله عليه وسلم فذكرت له ماقلت وما قلت لك فقال بئس ماقلت لها أما كنت تقرأ هذه الأية فقرأتها عليها فخرت ساجدة وقالت الحمد لله الذي جعل لي مخرجا وتوبة مما عملت وإني تبت مما عملت ,1
12583,يأتي من ولده السفاح ثم المنصور ثم المهدي ثم الجواد ثم ذكر رجالا ثم يلي المؤمن المعمر الطيب المطيب الشاب الأزهر يملك أربعين,1
8743,الله، يقول كان رسول الله صلى الله عليه وسلم يقول إذا ابتعت طعاما فلا تبعه حتى تستوفيه,0
16389,واللفظ له قال قلت لمالك حدثك داود بن الحصين، عن أبي سفيان، مولى ابن أبي أحمد عن أبي هريرة، أن رسول الله صلى الله عليه وسلم رخص في بيع العرايا بخرصها فيما دون خمسة أوسق أو في خمسة يشك داود قال خمسة أو دون خمسة قال نعم,0
23336,صالح، عن ابن شهاب، حدثني عبيد الله بن عبد الله، عن ابن عباس، عن عمار بن ياسر، أن رسول الله صلى الله عليه وسلم عرس بأولات الجيش ومعه عائشة فانقطع عقد لها من جزع ظفار فحبس الناس ابتغاء عقدها ذلك حتى أضاء الفجر وليس مع الناس ماء فتغيظ عليها أبو بكر وقال حبست الناس وليس معهم ماء فأنزل الله تعالى على رسوله صلى الله عليه وسلم رخصة التطهر بالصعيد الطيب فقام المسلمون مع رسول الله صلى الله عليه وسلم فضربوا بأيديهم إلى الأرض ثم رفعوا أيديهم ولم يقبضوا من التراب شيئا فمسحوا بها وجوههم وأيديهم إلى المناكب ومن بطون أيديهم إلى الآباط زاد ابن يحيى في حديثه قال ابن شهاب في حديثه ولا يعتبر بهذا الناس قال أبو داود وكذلك رواه ابن إسحاق قال فيه عن ابن عباس وذكر ضربتين كما ذكر يونس ورواه معمر عن الزهري ضربتين وقال مالك عن الزهري عن عبيد الله بن عبد الله عن أبيه عن عمار وكذلك قال أبو أويس عن الزهري وشك فيه ابن عيينة قال مرة عن عبيد الله عن أبيه أو عن عبيد الله عن ابن عباس ومرة قال عن أبيه ومرة قال عن ابن عباس اضطرب ابن عيينة فيه وفي سماعه من الزهري ولم يذكر أحد منهم في هذا الحديث الضربتين إلا من سميت,0
554,قال سئل رسول الله صلى الله عليه وسلم عن الرجل يقاتل شجاعة ويقاتل حمية ويقاتل رياء أى ذلك في سبيل الله فقال رسول الله صلى الله عليه وسلم من قاتل لتكون كلمة الله هي العليا فهو في سبيل الله,0
